id,title,lat,lon
8,"Abadia, tossal de l'","42,22387057","0,789859584"
21,"Abat, tossal de l'","41,54842803","1,038428928"
42,"Abella, puig de l'","41,71734686","2,891804967"
55,"Abellar, l'","41,56793944","0,596500139"
72,"Abellera, roca","41,85099114","2,625349136"
77,"Abellers, pic d'","42,59816107","0,819334004"
84,"Abells, puig dels","41,8389834","3,045768753"
112,"Abric, puig de l'","42,14857831","2,314976364"
117,"Abudell, l'","42,09383364","1,123277246"
